task_id,task_generation_config_json,env,domain,l1_category,l2_category,suggested_difficulty,suggested_hint,suggested_max_steps,suggested_split,metadata_json
navi_bench/rent/salt_lake_city_houses_ac_pet/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find pet-friendly houses for rent in Salt Lake City, UT with air conditioning."", ""location"": ""Salt Lake City, UT, United States"", ""timezone"": ""America/Denver"", ""gt_urls"": [[""https://www.rent.com/utah/salt-lake-city-houses/air-conditioning_pet-friendly?property-type=houses""]]}",real,rent,realestate,salt_lake_city_houses_ac_pet,null,null,null,validation,null
navi_bench/rent/salt_lake_city_apts_2bed_max_price/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find 2-bedroom apartments for rent in Salt Lake City, UT with a maximum price of $1,500."", ""location"": ""Salt Lake City, UT, United States"", ""timezone"": ""America/Denver"", ""gt_urls"": [[""https://www.rent.com/utah/salt-lake-city-apartments/2-bedroom_max-price-1500""]]}",real,rent,realestate,salt_lake_city_apts_2bed_max_price,null,null,null,validation,null
navi_bench/rent/salt_lake_city_apts_condos_studio_price_washer/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find studio apartments and condos for rent in Salt Lake City, UT priced under $1,500 with an in-unit washer and dryer."", ""location"": ""Salt Lake City, UT, United States"", ""timezone"": ""America/Denver"", ""gt_urls"": [[""https://www.rent.com/utah/salt-lake-city/apartments_condos_studio_max-price-1500_washer-dryer-in-unit""]]}",real,rent,realestate,salt_lake_city_apts_condos_studio_price_washer,null,null,null,validation,null
navi_bench/rent/salt_lake_city_price_senior_dog/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find dog-friendly senior living apartments, townhouses, condos and houses for rent in Salt Lake City, UT with a maximum price of $2,000."", ""location"": ""Salt Lake City, UT, United States"", ""timezone"": ""America/Denver"", ""gt_urls"": [[""https://www.rent.com/utah/salt-lake-city/apartments_townhouses_condos_houses_max-price-2000_senior-living_dog-friendly""]]}",real,rent,realestate,salt_lake_city_price_senior_dog,null,null,null,validation,null
navi_bench/rent/salt_lake_city_elevator_fitness/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments, townhouses, condos and houses for rent in Salt Lake City, UT featuring an elevator and a fitness center."", ""location"": ""Salt Lake City, UT, United States"", ""timezone"": ""America/Denver"", ""gt_urls"": [[""https://www.rent.com/utah/salt-lake-city/apartments_townhouses_condos_houses_elevator_fitness-center""]]}",real,rent,realestate,salt_lake_city_elevator_fitness,null,null,null,validation,null
navi_bench/rent/salt_lake_city_apts_dishwasher_patio_pool_view/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments for rent in Salt Lake City, UT with a dishwasher, a patio, a pool and having a view."", ""location"": ""Salt Lake City, UT, United States"", ""timezone"": ""America/Denver"", ""gt_urls"": [[""https://www.rent.com/utah/salt-lake-city-apartments/dishwasher_patio_pool_view""]]}",real,rent,realestate,salt_lake_city_apts_dishwasher_patio_pool_view,null,null,null,validation,null
navi_bench/rent/salt_lake_city_townhouses_houses_furnished_garage/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find furnished townhouses and houses for rent in Salt Lake City, UT with a garage."", ""location"": ""Salt Lake City, UT, United States"", ""timezone"": ""America/Denver"", ""gt_urls"": [[""https://www.rent.com/utah/salt-lake-city/townhouses_houses_furnished_garage""]]}",real,rent,realestate,salt_lake_city_townhouses_houses_furnished_garage,null,null,null,validation,null
navi_bench/rent/milwaukee_ac_no_pets/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments, townhouses, condos and houses for rent in Milwaukee, WI with air conditioning and no pets allowed."", ""location"": ""Milwaukee, WI, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/wisconsin/milwaukee/apartments_townhouses_condos_houses_air-conditioning_no-pets""]]}",real,rent,realestate,milwaukee_ac_no_pets,null,null,null,validation,null
navi_bench/rent/milwaukee_1to2bed_max_price/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find 1 to 2-bedroom apartments, townhouses, condos and houses for rent in Milwaukee, WI with a maximum price of $1,000."", ""location"": ""Milwaukee, WI, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/wisconsin/milwaukee/apartments_townhouses_condos_houses_1-bedroom_2-bedroom_max-price-1000""]]}",real,rent,realestate,milwaukee_1to2bed_max_price,null,null,null,validation,null
navi_bench/rent/milwaukee_townhouses_condos/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find townhouses and condos for rent in Milwaukee, WI."", ""location"": ""Milwaukee, WI, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/wisconsin/milwaukee/townhouses_condos""]]}",real,rent,realestate,milwaukee_townhouses_condos,null,null,null,validation,null
navi_bench/rent/milwaukee_2bed_2bath_price_dishwasher/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find 2-bedroom, 2-bathroom apartments, townhouses, condos and houses for rent in Milwaukee, WI with a maximum price of $1,500 and a dishwasher."", ""location"": ""Milwaukee, WI, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/wisconsin/milwaukee/apartments_townhouses_condos_houses_2-bedroom_2-bathroom_max-price-1500_dishwasher""]]}",real,rent,realestate,milwaukee_2bed_2bath_price_dishwasher,null,null,null,validation,null
navi_bench/rent/milwaukee_beds_baths_price_fitness/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find 1 to 3-bedroom apartments, townhouses, condos and houses for rent in Milwaukee, WI with 2 to 3 bathrooms, a maximum price of $1,700 and a fitness center."", ""location"": ""Milwaukee, WI, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/wisconsin/milwaukee/apartments_townhouses_condos_houses_1-bedroom_2-bedroom_3-bedroom_2-bathroom_3-bathroom_max-price-1700_fitness-center""]]}",real,rent,realestate,milwaukee_beds_baths_price_fitness,null,null,null,validation,null
navi_bench/rent/milwaukee_furnished_garage/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find furnished apartments, townhouses, condos and houses for rent in Milwaukee, WI with a garage."", ""location"": ""Milwaukee, WI, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/wisconsin/milwaukee/apartments_townhouses_condos_houses_furnished_garage""]]}",real,rent,realestate,milwaukee_furnished_garage,null,null,null,validation,null
navi_bench/rent/milwaukee_houses_min_sqft/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find houses for rent in Milwaukee, WI with a minimum area of 1,500 square feet."", ""location"": ""Milwaukee, WI, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/wisconsin/milwaukee-houses/sqft-min-1500?property-type=houses""]]}",real,rent,realestate,milwaukee_houses_min_sqft,null,null,null,validation,null
navi_bench/rent/milwaukee_condos_2bed_1bath/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find 2-bedroom, 1-bathroom condos for rent in Milwaukee, WI."", ""location"": ""Milwaukee, WI, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/wisconsin/milwaukee-condos/2-bedroom_1-bathroom""]]}",real,rent,realestate,milwaukee_condos_2bed_1bath,null,null,null,validation,null
navi_bench/rent/milwaukee_apts_ac_fiber_dishwasher_patio/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments for rent in Milwaukee, WI with air conditioning, AT&T Fiber internet, a dishwasher and a patio."", ""location"": ""Milwaukee, WI, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/wisconsin/milwaukee-apartments/air-conditioning_att-fiber_dishwasher_patio""]]}",real,rent,realestate,milwaukee_apts_ac_fiber_dishwasher_patio,null,null,null,validation,null
navi_bench/rent/milwaukee_apts_townhouses_beds_price_range/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find 2 to 4-bedroom apartments and townhouses for rent in Milwaukee, WI priced between $1,700 and $2,000."", ""location"": ""Milwaukee, WI, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/wisconsin/milwaukee/apartments_townhouses_2-bedroom_3-bedroom_4-bedroom_min-price-1700_max-price-2000""]]}",real,rent,realestate,milwaukee_apts_townhouses_beds_price_range,null,null,null,validation,null
